order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
ITEM00000064,ORD00000027,PROD000229,2,570.74,0.0,1141.48
ITEM00000065,ORD00000028,PROD000213,3,121.46,28.1,336.28
ITEM00000066,ORD00000028,PROD000206,3,93.01,0.0,279.03
ITEM00000067,ORD00000029,PROD000004,2,153.76,0.0,307.52
ITEM00000068,ORD00000029,PROD000184,3,142.87,0.0,428.61
ITEM00000069,ORD00000029,PROD000080,4,86.84,11.55,335.81
ITEM00000070,ORD00000029,PROD000082,1,61.96,0.0,61.96
ITEM00000071,ORD00000030,PROD000229,4,570.74,0.0,2282.96
ITEM00000072,ORD00000030,PROD000080,2,86.84,0.0,173.68
ITEM00000073,ORD00000030,PROD000031,2,172.17,0.0,344.34
ITEM00000074,ORD00000030,PROD000139,3,111.27,32.65,301.16
ITEM00000075,ORD00000031,PROD000071,2,599.86,0.0,1199.72
ITEM00000076,ORD00000031,PROD000005,2,43.55,0.0,87.1
ITEM00000077,ORD00000031,PROD000195,3,211.99,0.0,635.97
ITEM00000078,ORD00000032,PROD000064,3,1678.91,35.25,5001.48
ITEM00000079,ORD00000033,PROD000155,2,54.33,0.0,108.66
ITEM00000080,ORD00000033,PROD000237,2,44.12,0.0,88.24
ITEM00000081,ORD00000033,PROD000202,5,342.76,0.0,1713.8
ITEM00000082,ORD00000034,PROD000183,2,582.56,0.0,1165.12
ITEM00000083,ORD00000034,PROD000140,5,98.75,0.0,493.75
ITEM00000084,ORD00000034,PROD000039,3,21.14,0.0,63.42
ITEM00000085,ORD00000034,PROD000046,3,99.47,24.86,273.55
ITEM00000086,ORD00000035,PROD000021,3,208.43,0.0,625.29
ITEM00000087,ORD00000035,PROD000206,2,93.01,0.0,186.02
ITEM00000088,ORD00000036,PROD000139,2,111.27,0.0,222.54
ITEM00000089,ORD00000036,PROD000007,5,113.67,0.0,568.35
ITEM00000090,ORD00000036,PROD000175,2,36.92,0.0,73.84
ITEM00000091,ORD00000037,PROD000054,4,20.19,0.0,80.76
ITEM00000092,ORD00000037,PROD000151,2,121.06,40.26,201.86
ITEM00000093,ORD00000038,PROD000098,5,323.06,44.62,1570.68
ITEM00000094,ORD00000038,PROD000101,2,85.71,0.0,171.42
ITEM00000095,ORD00000039,PROD000197,4,43.89,9.01,166.55
ITEM00000096,ORD00000039,PROD000042,2,131.91,0.0,263.82
ITEM00000097,ORD00000039,PROD000197,1,43.89,0.0,43.89
ITEM00000098,ORD00000040,PROD000241,3,49.03,0.0,147.09
ITEM00000099,ORD00000040,PROD000190,2,29.19,0.0,58.38
ITEM00000100,ORD00000040,PROD000188,3,151.8,0.0,455.4
ITEM00000101,ORD00000040,PROD000011,4,32.66,0.0,130.64
ITEM00000102,ORD00000041,PROD000062,4,32.44,0.0,129.76
ITEM00000103,ORD00000042,PROD000132,4,98.81,0.0,395.24
ITEM00000104,ORD00000043,PROD000096,3,13.86,0.0,41.58
ITEM00000105,ORD00000043,PROD000235,3,183.72,17.93,533.23
ITEM00000106,ORD00000044,PROD000211,3,67.81,0.0,203.43
ITEM00000107,ORD00000044,PROD000140,3,98.75,0.0,296.25
ITEM00000108,ORD00000045,PROD000142,1,28.55,5.17,23.38
ITEM00000109,ORD00000045,PROD000103,3,118.6,0.0,355.8
ITEM00000110,ORD00000045,PROD000176,2,107.58,0.0,215.16
ITEM00000111,ORD00000046,PROD000243,5,71.92,0.0,359.6
ITEM00000112,ORD00000047,PROD000072,2,299.78,0.0,599.56
ITEM00000113,ORD00000047,PROD000161,2,115.09,0.0,230.18
ITEM00000114,ORD00000047,PROD000249,2,36.29,0.0,72.58
ITEM00000115,ORD00000048,PROD000178,1,117.94,7.26,110.68
ITEM00000116,ORD00000048,PROD000191,5,29.17,0.0,145.85
ITEM00000117,ORD00000049,PROD000006,4,49.84,0.0,199.36
ITEM00000118,ORD00000049,PROD000169,1,29.28,0.0,29.28
ITEM00000119,ORD00000049,PROD000114,2,11.81,0.0,23.62
ITEM00000120,ORD00000050,PROD000137,1,77.91,0.0,77.91
ITEM00000121,ORD00000050,PROD000139,5,111.27,30.2,526.15
ITEM00000122,ORD00000051,PROD000004,1,153.76,0.0,153.76
ITEM00000123,ORD00000051,PROD000039,1,21.14,0.0,21.14
ITEM00000124,ORD00000051,PROD000101,4,85.71,0.0,342.84
ITEM00000125,ORD00000052,PROD000083,5,171.9,0.0,859.5
ITEM00000126,ORD00000052,PROD000041,2,134.15,42.51,225.79
ITEM00000127,ORD00000053,PROD000156,2,334.3,0.0,668.6
ITEM00000128,ORD00000053,PROD000179,3,211.12,0.0,633.36
ITEM00000129,ORD00000054,PROD000087,2,10.93,3.54,18.32
ITEM00000130,ORD00000054,PROD000024,3,114.96,0.0,344.88
ITEM00000131,ORD00000054,PROD000249,5,36.29,0.0,181.45
ITEM00000132,ORD00000055,PROD000231,2,1711.67,0.0,3423.34
ITEM00000133,ORD00000055,PROD000098,2,323.06,0.0,646.12
ITEM00000134,ORD00000056,PROD000073,3,276.11,18.86,809.47
ITEM00000135,ORD00000056,PROD000178,1,117.94,0.0,117.94
ITEM00000136,ORD00000057,PROD000112,3,43.26,0.0,129.78
ITEM00000137,ORD00000057,PROD000182,2,60.96,0.0,121.92
ITEM00000138,ORD00000057,PROD000154,3,50.3,0.0,150.9
ITEM00000139,ORD00000057,PROD000053,5,14.22,0.0,71.1
ITEM00000140,ORD00000058,PROD000222,1,503.09,0.0,503.09
ITEM00000141,ORD00000058,PROD000053,5,14.22,18.99,52.11
ITEM00000142,ORD00000058,PROD000185,4,60.07,0.0,240.28
ITEM00000143,ORD00000059,PROD000061,3,356.35,17.41,1051.64
ITEM00000144,ORD00000060,PROD000088,2,1777.14,0.0,3554.28
ITEM00000145,ORD00000060,PROD000185,3,60.07,0.0,180.21
ITEM00000146,ORD00000060,PROD000107,5,230.89,0.0,1154.45
ITEM00000147,ORD00000061,PROD000034,3,58.55,0.0,175.65
ITEM00000148,ORD00000061,PROD000052,5,177.44,17.59,869.61
ITEM00000149,ORD00000062,PROD000015,1,290.07,3.77,286.3
ITEM00000150,ORD00000062,PROD000239,1,78.29,19.39,58.9
ITEM00000151,ORD00000063,PROD000049,1,61.06,0.0,61.06
ITEM00000152,ORD00000064,PROD000155,4,54.33,0.0,217.32
ITEM00000153,ORD00000065,PROD000120,5,130.16,0.0,650.8
ITEM00000154,ORD00000065,PROD000077,4,14.67,0.0,58.68
ITEM00000155,ORD00000066,PROD000068,2,84.71,0.0,169.42
ITEM00000156,ORD00000066,PROD000218,1,110.84,7.94,102.9
ITEM00000157,ORD00000067,PROD000006,3,49.84,0.0,149.52
ITEM00000158,ORD00000067,PROD000129,4,35.55,0.0,142.2
ITEM00000159,ORD00000068,PROD000233,4,371.55,0.0,1486.2
ITEM00000160,ORD00000069,PROD000130,5,157.19,0.0,785.95
ITEM00000161,ORD00000069,PROD000231,3,1711.67,0.0,5135.01
ITEM00000162,ORD00000070,PROD000014,4,169.93,0.0,679.72
ITEM00000163,ORD00000070,PROD000196,5,116.86,0.0,584.3
ITEM00000164,ORD00000071,PROD000197,5,43.89,20.82,198.63
ITEM00000165,ORD00000071,PROD000216,2,159.64,0.0,319.28
ITEM00000166,ORD00000072,PROD000111,5,1078.35,0.0,5391.75
ITEM00000167,ORD00000072,PROD000125,4,83.32,0.0,333.28
ITEM00000168,ORD00000073,PROD000011,1,32.66,3.34,29.32
ITEM00000169,ORD00000073,PROD000130,3,157.19,0.0,471.57
ITEM00000170,ORD00000074,PROD000185,5,60.07,0.0,300.35
ITEM00000171,ORD00000074,PROD000248,1,76.93,3.78,73.15
ITEM00000172,ORD00000075,PROD000155,5,54.33,0.0,271.65
ITEM00000173,ORD00000075,PROD000143,2,44.85,0.0,89.7
ITEM00000174,ORD00000076,PROD000124,2,976.88,0.0,1953.76
ITEM00000175,ORD00000076,PROD000249,1,36.29,0.0,36.29
ITEM00000176,ORD00000076,PROD000011,5,32.66,0.0,163.3
ITEM00000177,ORD00000077,PROD000153,4,155.49,0.0,621.96
ITEM00000178,ORD00000077,PROD000044,4,13.34,0.0,53.36
ITEM00000179,ORD00000077,PROD000011,4,32.66,0.0,130.64
ITEM00000180,ORD00000078,PROD000174,5,53.61,0.0,268.05
ITEM00000181,ORD00000078,PROD000184,4,142.87,0.0,571.48
ITEM00000182,ORD00000078,PROD000031,2,172.17,0.0,344.34
ITEM00000183,ORD00000079,PROD000154,4,50.3,0.0,201.2
ITEM00000184,ORD00000079,PROD000180,4,37.69,0.0,150.76
ITEM00000185,ORD00000080,PROD000158,5,217.39,0.0,1086.95
ITEM00000186,ORD00000080,PROD000024,2,114.96,0.0,229.92
ITEM00000187,ORD00000081,PROD000139,3,111.27,0.0,333.81
ITEM00000188,ORD00000081,PROD000215,2,106.88,0.0,213.76
ITEM00000189,ORD00000082,PROD000186,4,64.19,0.0,256.76
ITEM00000190,ORD00000082,PROD000211,3,67.81,0.0,203.43
ITEM00000191,ORD00000082,PROD000178,2,117.94,0.0,235.88
ITEM00000192,ORD00000082,PROD000162,3,661.89,0.0,1985.67
ITEM00000193,ORD00000083,PROD000227,5,339.36,0.0,1696.8
ITEM00000194,ORD00000083,PROD000073,4,276.11,0.0,1104.44
ITEM00000195,ORD00000084,PROD000222,3,503.09,0.0,1509.27
ITEM00000196,ORD00000084,PROD000057,2,157.6,0.0,315.2
ITEM00000197,ORD00000084,PROD000021,2,208.43,0.0,416.86
ITEM00000198,ORD00000085,PROD000024,4,114.96,0.0,459.84
ITEM00000199,ORD00000085,PROD000052,4,177.44,0.0,709.76
ITEM00000200,ORD00000086,PROD000175,1,36.92,1.43,35.49
ITEM00000201,ORD00000086,PROD000220,4,127.88,0.0,511.52
ITEM00000202,ORD00000086,PROD000234,2,192.6,0.0,385.2
ITEM00000203,ORD00000086,PROD000038,2,329.28,0.0,658.56
ITEM00000204,ORD00000087,PROD000208,5,432.42,0.0,2162.1
ITEM00000205,ORD00000087,PROD000100,1,154.26,0.0,154.26
ITEM00000206,ORD00000088,PROD000097,1,22.78,2.13,20.65
ITEM00000207,ORD00000088,PROD000026,5,327.82,0.0,1639.1
ITEM00000208,ORD00000089,PROD000025,5,77.08,0.0,385.4
ITEM00000209,ORD00000089,PROD000086,5,97.78,0.0,488.9
ITEM00000210,ORD00000090,PROD000138,3,438.95,0.0,1316.85
ITEM00000211,ORD00000090,PROD000071,5,599.86,0.0,2999.3
ITEM00000212,ORD00000090,PROD000142,5,28.55,0.0,142.75
ITEM00000213,ORD00000091,PROD000087,3,10.93,0.0,32.79
ITEM00000214,ORD00000091,PROD000144,5,459.26,0.0,2296.3
ITEM00000215,ORD00000091,PROD000013,1,1700.94,0.0,1700.94
ITEM00000216,ORD00000092,PROD000088,5,1777.14,26.35,8859.35
ITEM00000217,ORD00000092,PROD000042,4,131.91,0.0,527.64
ITEM00000218,ORD00000092,PROD000205,5,47.4,0.0,237.0
ITEM00000219,ORD00000093,PROD000103,3,118.6,0.0,355.8
ITEM00000220,ORD00000093,PROD000062,2,32.44,0.0,64.88
ITEM00000221,ORD00000093,PROD000048,1,100.08,0.0,100.08
ITEM00000222,ORD00000094,PROD000169,5,29.28,8.16,138.24
ITEM00000223,ORD00000094,PROD000031,2,172.17,0.0,344.34
ITEM00000224,ORD00000095,PROD000029,2,308.54,39.56,577.52
ITEM00000225,ORD00000096,PROD000153,5,155.49,0.0,777.45
ITEM00000226,ORD00000096,PROD000168,4,152.8,13.56,597.64
ITEM00000227,ORD00000096,PROD000104,3,225.55,0.0,676.65
ITEM00000228,ORD00000096,PROD000009,1,213.6,0.0,213.6
ITEM00000229,ORD00000097,PROD000076,4,61.7,0.0,246.8
ITEM00000230,ORD00000097,PROD000117,2,71.58,0.0,143.16
ITEM00000231,ORD00000098,PROD000205,1,47.4,1.68,45.72
ITEM00000232,ORD00000099,PROD000176,2,107.58,38.77,176.39
ITEM00000233,ORD00000100,PROD000173,2,18.25,0.0,36.5
ITEM00000234,ORD00000100,PROD000041,3,134.15,11.24,391.21
ITEM00000235,ORD00000101,PROD000038,4,329.28,0.0,1317.12
ITEM00000236,ORD00000101,PROD000005,1,43.55,0.29,43.26
ITEM00000237,ORD00000102,PROD000081,1,81.25,0.0,81.25
ITEM00000238,ORD00000102,PROD000058,4,126.96,23.02,484.82
ITEM00000239,ORD00000102,PROD000154,3,50.3,0.0,150.9
ITEM00000240,ORD00000103,PROD000232,4,246.87,0.0,987.48
ITEM00000241,ORD00000103,PROD000121,1,376.36,0.0,376.36
ITEM00000242,ORD00000104,PROD000174,2,53.61,0.0,107.22
ITEM00000243,ORD00000105,PROD000002,5,119.94,10.98,588.72
ITEM00000244,ORD00000105,PROD000122,2,222.72,0.0,445.44
ITEM00000245,ORD00000106,PROD000123,5,73.2,0.0,366.0
ITEM00000246,ORD00000106,PROD000244,5,1615.8,36.46,8042.54
ITEM00000247,ORD00000106,PROD000070,1,84.14,0.0,84.14
ITEM00000248,ORD00000106,PROD000094,1,396.07,0.0,396.07
ITEM00000249,ORD00000107,PROD000183,2,582.56,0.0,1165.12
ITEM00000250,ORD00000107,PROD000072,2,299.78,0.0,599.56
ITEM00000251,ORD00000107,PROD000076,4,61.7,0.0,246.8
ITEM00000252,ORD00000108,PROD000123,4,73.2,0.0,292.8
ITEM00000253,ORD00000108,PROD000186,1,64.19,0.0,64.19
ITEM00000254,ORD00000108,PROD000179,3,211.12,0.0,633.36
ITEM00000255,ORD00000108,PROD000246,4,87.13,25.29,323.23
ITEM00000256,ORD00000109,PROD000203,5,1136.42,0.0,5682.1
ITEM00000257,ORD00000110,PROD000015,3,290.07,10.34,859.87
ITEM00000258,ORD00000110,PROD000222,2,503.09,22.94,983.24
ITEM00000259,ORD00000110,PROD000137,5,77.91,0.0,389.55
ITEM00000260,ORD00000110,PROD000174,4,53.61,0.0,214.44
ITEM00000261,ORD00000111,PROD000229,4,570.74,0.0,2282.96
ITEM00000262,ORD00000111,PROD000174,5,53.61,0.0,268.05
ITEM00000263,ORD00000111,PROD000198,4,161.62,0.0,646.48
ITEM00000264,ORD00000111,PROD000036,2,180.49,0.0,360.98
ITEM00000265,ORD00000112,PROD000236,4,291.68,0.0,1166.72
ITEM00000266,ORD00000112,PROD000164,3,156.08,0.0,468.24
ITEM00000267,ORD00000113,PROD000230,3,123.48,0.0,370.44
ITEM00000268,ORD00000113,PROD000051,4,1208.71,0.0,4834.84
ITEM00000269,ORD00000113,PROD000021,5,208.43,0.0,1042.15
ITEM00000270,ORD00000114,PROD000114,1,11.81,0.0,11.81
ITEM00000271,ORD00000114,PROD000193,4,1278.37,0.0,5113.48
ITEM00000272,ORD00000115,PROD000017,1,332.4,0.0,332.4
ITEM00000273,ORD00000115,PROD000075,4,261.37,0.0,1045.48
ITEM00000274,ORD00000115,PROD000100,5,154.26,30.34,740.96
ITEM00000275,ORD00000116,PROD000191,4,29.17,0.0,116.68
ITEM00000276,ORD00000116,PROD000019,3,207.86,0.0,623.58
ITEM00000277,ORD00000116,PROD000211,3,67.81,0.0,203.43
ITEM00000278,ORD00000117,PROD000159,5,175.18,0.0,875.9
ITEM00000279,ORD00000117,PROD000147,5,100.67,0.0,503.35
ITEM00000280,ORD00000118,PROD000087,3,10.93,2.88,29.91
ITEM00000281,ORD00000119,PROD000187,4,877.6,0.0,3510.4
ITEM00000282,ORD00000119,PROD000063,2,370.93,0.0,741.86
ITEM00000283,ORD00000120,PROD000148,1,42.0,0.0,42.0
ITEM00000284,ORD00000120,PROD000070,5,84.14,0.0,420.7
ITEM00000285,ORD00000120,PROD000108,4,44.14,0.0,176.56
ITEM00000286,ORD00000121,PROD000225,5,765.67,0.0,3828.35
ITEM00000287,ORD00000121,PROD000203,4,1136.42,0.0,4545.68
ITEM00000288,ORD00000121,PROD000125,1,83.32,0.0,83.32
ITEM00000289,ORD00000122,PROD000206,3,93.01,2.07,276.96
ITEM00000290,ORD00000122,PROD000100,1,154.26,0.0,154.26
ITEM00000291,ORD00000123,PROD000105,4,741.66,0.0,2966.64
ITEM00000292,ORD00000123,PROD000034,2,58.55,0.0,117.1
ITEM00000293,ORD00000123,PROD000224,3,291.02,0.0,873.06
ITEM00000294,ORD00000123,PROD000105,3,741.66,0.0,2224.98
ITEM00000295,ORD00000123,PROD000047,1,193.54,0.0,193.54
ITEM00000296,ORD00000124,PROD000064,4,1678.91,0.0,6715.64
ITEM00000297,ORD00000125,PROD000084,4,674.06,0.0,2696.24
ITEM00000298,ORD00000126,PROD000180,2,37.69,0.0,75.38
ITEM00000299,ORD00000126,PROD000195,3,211.99,0.0,635.97
ITEM00000300,ORD00000127,PROD000148,2,42.0,0.0,84.0
ITEM00000301,ORD00000127,PROD000097,3,22.78,0.0,68.34
ITEM00000302,ORD00000127,PROD000237,2,44.12,26.1,62.14
ITEM00000303,ORD00000128,PROD000001,1,212.26,32.39,179.87
ITEM00000304,ORD00000128,PROD000094,2,396.07,0.0,792.14
ITEM00000305,ORD00000128,PROD000060,2,497.87,0.0,995.74
ITEM00000306,ORD00000129,PROD000250,5,54.8,0.0,274.0
ITEM00000307,ORD00000129,PROD000004,5,153.76,0.0,768.8
ITEM00000308,ORD00000129,PROD000036,4,180.49,46.33,675.63
ITEM00000309,ORD00000130,PROD000192,4,150.21,0.0,600.84
ITEM00000310,ORD00000130,PROD000099,4,81.79,0.0,327.16
ITEM00000311,ORD00000130,PROD000019,5,207.86,48.11,991.19
ITEM00000312,ORD00000130,PROD000190,5,29.19,0.0,145.95
ITEM00000313,ORD00000131,PROD000137,5,77.91,0.0,389.55
ITEM00000314,ORD00000131,PROD000078,3,146.96,46.06,394.82
ITEM00000315,ORD00000132,PROD000005,4,43.55,0.0,174.2
ITEM00000316,ORD00000132,PROD000034,1,58.55,0.0,58.55
ITEM00000317,ORD00000133,PROD000096,4,13.86,0.0,55.44
ITEM00000318,ORD00000133,PROD000125,5,83.32,0.0,416.6
ITEM00000319,ORD00000134,PROD000209,5,53.98,0.0,269.9
ITEM00000320,ORD00000134,PROD000143,5,44.85,48.64,175.61
ITEM00000321,ORD00000135,PROD000233,3,371.55,0.0,1114.65
ITEM00000322,ORD00000135,PROD000115,2,184.69,0.0,369.38
ITEM00000323,ORD00000136,PROD000002,4,119.94,0.0,479.76
ITEM00000324,ORD00000137,PROD000056,4,65.31,0.0,261.24
ITEM00000325,ORD00000137,PROD000233,3,371.55,25.09,1089.56
ITEM00000326,ORD00000138,PROD000100,3,154.26,0.0,462.78
ITEM00000327,ORD00000138,PROD000133,1,27.64,0.0,27.64
ITEM00000328,ORD00000139,PROD000103,4,118.6,0.0,474.4
ITEM00000329,ORD00000140,PROD000013,1,1700.94,0.0,1700.94
ITEM00000330,ORD00000140,PROD000085,5,731.65,0.0,3658.25
ITEM00000331,ORD00000140,PROD000238,5,122.56,31.07,581.73
ITEM00000332,ORD00000140,PROD000209,4,53.98,0.0,215.92
ITEM00000333,ORD00000140,PROD000014,4,169.93,0.0,679.72
ITEM00000334,ORD00000141,PROD000101,5,85.71,0.0,428.55
ITEM00000335,ORD00000142,PROD000061,4,356.35,0.0,1425.4
ITEM00000336,ORD00000142,PROD000011,3,32.66,23.98,74.0
ITEM00000337,ORD00000142,PROD000102,3,126.65,0.0,379.95
ITEM00000338,ORD00000142,PROD000102,5,126.65,0.0,633.25
ITEM00000339,ORD00000143,PROD000062,4,32.44,30.39,99.37
ITEM00000340,ORD00000144,PROD000112,3,43.26,0.0,129.78
ITEM00000341,ORD00000144,PROD000213,1,121.46,0.0,121.46
ITEM00000342,ORD00000144,PROD000003,4,92.15,0.0,368.6
ITEM00000343,ORD00000144,PROD000095,1,66.31,4.8,61.51
ITEM00000344,ORD00000145,PROD000012,2,111.11,0.0,222.22
ITEM00000345,ORD00000145,PROD000034,5,58.55,0.0,292.75
ITEM00000346,ORD00000146,PROD000188,5,151.8,0.0,759.0
ITEM00000347,ORD00000147,PROD000136,3,50.53,13.25,138.34
ITEM00000348,ORD00000148,PROD000228,5,154.83,47.61,726.54
ITEM00000349,ORD00000148,PROD000165,2,16.76,0.0,33.52
ITEM00000350,ORD00000149,PROD000023,2,130.58,0.0,261.16
ITEM00000351,ORD00000149,PROD000166,3,322.84,0.0,968.52
ITEM00000352,ORD00000149,PROD000163,4,70.89,0.0,283.56
ITEM00000353,ORD00000150,PROD000110,5,50.0,23.09,226.91
ITEM00000354,ORD00000151,PROD000069,1,76.53,0.0,76.53
ITEM00000355,ORD00000151,PROD000215,1,106.88,0.0,106.88
ITEM00000356,ORD00000152,PROD000003,1,92.15,0.0,92.15
ITEM00000357,ORD00000152,PROD000160,5,56.33,4.47,277.18
ITEM00000358,ORD00000152,PROD000140,3,98.75,0.0,296.25
ITEM00000359,ORD00000153,PROD000151,5,121.06,0.0,605.3
ITEM00000360,ORD00000153,PROD000031,4,172.17,0.0,688.68
ITEM00000361,ORD00000154,PROD000003,3,92.15,0.0,276.45
ITEM00000362,ORD00000154,PROD000221,2,76.62,0.0,153.24
ITEM00000363,ORD00000155,PROD000056,5,65.31,0.0,326.55
ITEM00000364,ORD00000156,PROD000151,1,121.06,0.0,121.06
ITEM00000365,ORD00000156,PROD000012,2,111.11,0.0,222.22
ITEM00000366,ORD00000157,PROD000152,2,175.53,45.92,305.14
ITEM00000367,ORD00000158,PROD000031,3,172.17,0.0,516.51
ITEM00000368,ORD00000158,PROD000043,4,66.31,16.31,248.93
ITEM00000369,ORD00000159,PROD000016,5,20.16,11.46,89.34
ITEM00000370,ORD00000159,PROD000207,2,75.14,0.0,150.28
ITEM00000371,ORD00000160,PROD000190,5,29.19,0.0,145.95
ITEM00000372,ORD00000160,PROD000061,4,356.35,0.0,1425.4
ITEM00000373,ORD00000160,PROD000164,4,156.08,0.0,624.32
ITEM00000374,ORD00000160,PROD000008,1,83.03,0.0,83.03
ITEM00000375,ORD00000160,PROD000037,5,218.09,0.0,1090.45
ITEM00000376,ORD00000161,PROD000094,2,396.07,0.0,792.14
ITEM00000377,ORD00000161,PROD000035,5,73.78,0.0,368.9
ITEM00000378,ORD00000162,PROD000006,2,49.84,0.0,99.68
ITEM00000379,ORD00000162,PROD000156,4,334.3,0.0,1337.2
ITEM00000380,ORD00000163,PROD000068,4,84.71,0.0,338.84
ITEM00000381,ORD00000163,PROD000087,5,10.93,0.0,54.65
ITEM00000382,ORD00000163,PROD000041,2,134.15,16.12,252.18
ITEM00000383,ORD00000164,PROD000177,1,375.65,0.0,375.65
ITEM00000384,ORD00000164,PROD000052,3,177.44,24.63,507.69
ITEM00000385,ORD00000164,PROD000197,3,43.89,0.0,131.67
ITEM00000386,ORD00000164,PROD000242,1,108.48,0.0,108.48
ITEM00000387,ORD00000164,PROD000118,2,515.11,32.19,998.03
ITEM00000388,ORD00000165,PROD000194,1,167.3,0.0,167.3
ITEM00000389,ORD00000165,PROD000095,5,66.31,0.0,331.55
ITEM00000390,ORD00000165,PROD000146,3,172.6,0.0,517.8
ITEM00000391,ORD00000166,PROD000120,1,130.16,13.87,116.29
ITEM00000392,ORD00000166,PROD000179,2,211.12,0.0,422.24
ITEM00000393,ORD00000167,PROD000153,2,155.49,0.0,310.98
ITEM00000394,ORD00000167,PROD000094,1,396.07,0.0,396.07
ITEM00000395,ORD00000167,PROD000060,5,497.87,0.0,2489.35
