order_id,customer_id,order_timestamp,order_status,currency,subtotal_amount,tax_amount,shipping_amount,total_amount,payment_method
ORD00000020,CUST000929,2023-06-21 13:09:46,cancelled,USD,213.07,34.09,0.0,247.16,debit_card
ORD00000021,CUST000856,2025-06-10 21:57:59,completed,USD,269.02,32.28,0.0,301.3,bank_transfer
ORD00000022,CUST000686,2025-02-06 13:32:00,pending,USD,535.63,112.48,0.0,648.11,credit_card
ORD00000023,CUST000153,2023-05-20 22:31:31,pending,USD,7223.62,1372.49,0.0,8596.11,debit_card
ORD00000024,CUST000799,2025-03-05 21:45:29,completed,USD,295.41,56.13,0.0,351.54,credit_card
ORD00000025,CUST000077,2026-01-29 00:24:24,completed,USD,1952.18,312.35,0.0,2264.53,paypal
ORD00000026,CUST000741,2023-06-07 08:22:57,completed,USD,2571.84,462.93,0.0,3034.77,credit_card
ORD00000027,CUST000927,2024-02-02 12:20:56,completed,USD,2375.33,427.56,0.0,2802.89,debit_card
ORD00000028,CUST000660,2023-12-26 02:16:48,completed,USD,615.31,129.22,0.0,744.53,credit_card
ORD00000029,CUST000468,2024-04-04 20:30:24,completed,USD,1133.9,215.44,0.0,1349.34,credit_card
ORD00000030,CUST000271,2024-12-22 05:30:52,completed,USD,3102.14,651.45,0.0,3753.59,credit_card
ORD00000031,CUST000052,2023-06-05 01:08:45,completed,USD,1922.79,365.33,0.0,2288.12,credit_card
ORD00000032,CUST000833,2023-09-29 09:21:19,completed,USD,5001.48,900.27,0.0,5901.75,bank_transfer
ORD00000033,CUST000896,2023-03-03 06:35:53,completed,USD,1910.7,229.28,0.0,2139.98,credit_card
ORD00000034,CUST000873,2024-03-27 09:07:46,completed,USD,1995.84,319.33,0.0,2315.17,wallet
ORD00000035,CUST000369,2025-11-17 07:41:06,completed,USD,811.31,154.15,0.0,965.46,credit_card
ORD00000036,CUST000321,2024-10-23 18:15:08,completed,USD,864.73,147.0,0.0,1011.73,credit_card
ORD00000037,CUST000757,2023-06-30 01:06:16,completed,USD,282.62,59.35,0.0,341.97,credit_card
ORD00000038,CUST000098,2023-03-13 06:52:09,completed,USD,1742.1,296.16,0.0,2038.26,credit_card
ORD00000039,CUST000010,2023-08-03 23:43:07,cancelled,USD,474.26,75.88,0.0,550.14,paypal
ORD00000040,CUST000680,2025-10-02 09:18:49,completed,USD,791.51,166.22,0.0,957.73,credit_card
ORD00000041,CUST000175,2024-05-25 13:21:49,pending,USD,129.76,24.65,0.0,154.41,paypal
ORD00000042,CUST000367,2024-11-10 23:10:47,completed,USD,395.24,71.14,0.0,466.38,credit_card
ORD00000043,CUST000979,2025-08-23 22:38:47,completed,USD,574.81,103.47,0.0,678.28,credit_card
ORD00000044,CUST000275,2026-02-12 18:45:14,cancelled,USD,499.68,84.95,0.0,584.63,credit_card
ORD00000045,CUST000096,2024-08-01 20:21:38,pending,USD,594.34,71.32,0.0,665.66,debit_card
ORD00000046,CUST000835,2024-06-16 09:37:45,completed,USD,359.6,64.73,0.0,424.33,credit_card
ORD00000047,CUST000188,2023-06-26 19:57:52,completed,USD,902.32,171.44,0.0,1073.76,bank_transfer
ORD00000048,CUST000411,2024-09-13 18:24:35,completed,USD,256.53,53.87,0.0,310.4,credit_card
ORD00000049,CUST000986,2024-12-10 04:59:45,completed,USD,252.26,40.36,0.0,292.62,credit_card
ORD00000050,CUST000279,2024-08-22 04:30:56,completed,USD,604.06,108.73,0.0,712.79,paypal
ORD00000051,CUST000707,2025-01-12 22:15:58,cancelled,USD,517.74,98.37,0.0,616.11,debit_card
ORD00000052,CUST000820,2024-10-17 03:36:00,completed,USD,1085.29,227.91,0.0,1313.2,paypal
ORD00000053,CUST000665,2023-09-17 01:57:42,completed,USD,1301.96,234.35,0.0,1536.31,credit_card
ORD00000054,CUST000116,2023-07-25 20:23:22,completed,USD,544.65,43.57,0.0,588.22,paypal
ORD00000055,CUST000713,2026-02-02 10:34:09,completed,USD,4069.46,773.2,0.0,4842.66,credit_card
ORD00000056,CUST000061,2023-09-05 14:41:28,completed,USD,927.41,74.19,0.0,1001.6,wallet
ORD00000057,CUST000107,2024-10-08 06:38:14,completed,USD,473.7,37.9,0.0,511.6,credit_card
ORD00000058,CUST000934,2025-07-06 16:46:03,completed,USD,795.48,167.05,0.0,962.53,paypal
ORD00000059,CUST000495,2025-06-02 19:44:54,completed,USD,1051.64,220.84,0.0,1272.48,credit_card
ORD00000060,CUST000695,2024-11-11 15:53:36,completed,USD,4888.94,586.67,0.0,5475.61,paypal
ORD00000061,CUST000186,2025-08-07 15:46:45,completed,USD,1045.26,167.24,0.0,1212.5,paypal
ORD00000062,CUST000389,2024-07-11 01:32:11,pending,USD,345.2,72.49,0.0,417.69,paypal
ORD00000063,CUST000627,2023-02-14 18:20:48,completed,USD,61.06,11.6,4.99,77.65,credit_card
ORD00000064,CUST000884,2025-11-29 06:40:20,completed,USD,217.32,39.12,0.0,256.44,credit_card
ORD00000065,CUST000902,2026-02-03 18:54:45,completed,USD,709.48,113.52,0.0,823.0,paypal
ORD00000066,CUST000997,2023-07-22 23:11:01,completed,USD,272.32,51.74,0.0,324.06,debit_card
ORD00000067,CUST000495,2025-01-28 06:32:10,completed,USD,291.72,61.26,0.0,352.98,debit_card
ORD00000068,CUST000116,2024-09-30 21:47:19,completed,USD,1486.2,118.9,0.0,1605.1,credit_card
ORD00000069,CUST000452,2023-03-13 09:58:21,completed,USD,5920.96,710.52,0.0,6631.48,credit_card
ORD00000070,CUST000065,2024-02-11 09:38:04,pending,USD,1264.02,240.16,0.0,1504.18,credit_card
ORD00000071,CUST000671,2024-05-03 03:38:23,completed,USD,517.91,62.15,0.0,580.06,debit_card
ORD00000072,CUST000013,2025-12-30 12:12:19,completed,USD,5725.03,1202.26,0.0,6927.29,credit_card
ORD00000073,CUST000890,2025-11-19 03:01:19,completed,USD,500.89,95.17,0.0,596.06,credit_card
ORD00000074,CUST000538,2025-06-14 19:01:59,cancelled,USD,373.5,67.23,0.0,440.73,paypal
ORD00000075,CUST000742,2025-05-27 17:10:57,cancelled,USD,361.35,68.66,0.0,430.01,debit_card
ORD00000076,CUST000230,2025-11-06 13:36:27,completed,USD,2153.35,452.2,0.0,2605.55,bank_transfer
ORD00000077,CUST000895,2024-06-09 12:45:43,completed,USD,805.96,128.95,0.0,934.91,credit_card
ORD00000078,CUST000532,2025-03-23 14:41:59,completed,USD,1183.87,201.26,0.0,1385.13,credit_card
ORD00000079,CUST000705,2025-12-24 07:31:20,pending,USD,351.96,73.91,0.0,425.87,credit_card
ORD00000080,CUST000634,2023-05-28 22:53:03,completed,USD,1316.87,105.35,0.0,1422.22,credit_card
ORD00000081,CUST000444,2025-10-24 22:27:30,completed,USD,547.57,98.56,0.0,646.13,debit_card
ORD00000082,CUST000745,2024-01-22 03:37:19,completed,USD,2681.74,563.17,0.0,3244.91,credit_card
ORD00000083,CUST000494,2024-06-21 02:28:30,completed,USD,2801.24,532.24,0.0,3333.48,credit_card
ORD00000084,CUST000680,2025-11-16 14:07:34,pending,USD,2241.33,470.68,0.0,2712.01,credit_card
ORD00000085,CUST000657,2024-08-20 21:14:25,completed,USD,1169.6,222.22,0.0,1391.82,debit_card
ORD00000086,CUST000153,2025-05-17 08:34:54,completed,USD,1590.77,302.25,0.0,1893.02,paypal
ORD00000087,CUST000914,2025-08-10 03:05:26,completed,USD,2316.36,277.96,0.0,2594.32,credit_card
ORD00000088,CUST000056,2023-01-19 02:09:07,completed,USD,1659.75,315.35,0.0,1975.1,credit_card
ORD00000089,CUST000659,2023-09-01 18:40:35,completed,USD,874.3,166.12,0.0,1040.42,credit_card
ORD00000090,CUST000518,2024-12-30 00:21:34,completed,USD,4458.9,356.71,0.0,4815.61,paypal
ORD00000091,CUST000873,2025-02-09 06:03:57,pending,USD,4030.03,644.8,0.0,4674.83,credit_card
ORD00000092,CUST000891,2023-09-14 22:42:12,completed,USD,9623.99,2021.04,0.0,11645.03,credit_card
ORD00000093,CUST000077,2025-02-02 17:57:52,completed,USD,520.76,83.32,0.0,604.08,paypal
ORD00000094,CUST000329,2024-01-10 05:05:52,completed,USD,482.58,38.61,0.0,521.19,debit_card
ORD00000095,CUST000339,2024-03-08 02:26:58,completed,USD,577.52,109.73,0.0,687.25,paypal
ORD00000096,CUST000052,2025-02-26 11:41:43,completed,USD,2265.34,430.41,0.0,2695.75,credit_card
ORD00000097,CUST000229,2025-05-05 03:57:44,completed,USD,389.96,74.09,0.0,464.05,bank_transfer
ORD00000098,CUST000659,2024-08-11 04:37:57,completed,USD,45.72,8.69,6.99,61.4,credit_card
ORD00000099,CUST000413,2024-01-01 01:26:06,completed,USD,176.39,33.51,0.0,209.9,credit_card
ORD00000100,CUST000081,2024-12-14 04:17:13,completed,USD,427.71,81.26,0.0,508.97,debit_card
ORD00000101,CUST000455,2025-06-09 04:17:26,completed,USD,1360.38,258.47,0.0,1618.85,credit_card
ORD00000102,CUST000459,2023-05-17 17:37:05,completed,USD,716.97,121.88,0.0,838.85,debit_card
ORD00000103,CUST000878,2025-02-13 07:47:31,pending,USD,1363.84,286.41,0.0,1650.25,credit_card
ORD00000104,CUST000458,2024-05-05 23:37:40,completed,USD,107.22,20.37,4.99,132.58,credit_card
ORD00000105,CUST000122,2025-02-11 15:25:20,completed,USD,1034.16,165.47,0.0,1199.63,paypal
ORD00000106,CUST000764,2025-10-11 23:30:40,cancelled,USD,8888.75,1688.86,0.0,10577.61,credit_card
ORD00000107,CUST000019,2023-06-09 10:49:13,completed,USD,2011.48,422.41,0.0,2433.89,paypal
ORD00000108,CUST000414,2024-10-02 13:05:43,completed,USD,1313.58,223.31,0.0,1536.89,debit_card
ORD00000109,CUST000037,2025-05-15 11:20:58,completed,USD,5682.1,681.85,0.0,6363.95,credit_card
ORD00000110,CUST000563,2023-01-01 06:19:38,completed,USD,2447.1,464.95,0.0,2912.05,debit_card
ORD00000111,CUST000846,2023-05-22 04:49:53,completed,USD,3558.47,604.94,0.0,4163.41,paypal
ORD00000112,CUST000811,2025-07-27 14:19:50,completed,USD,1634.96,277.94,0.0,1912.9,paypal
ORD00000113,CUST000987,2025-08-19 16:27:32,completed,USD,6247.43,1311.96,0.0,7559.39,credit_card
ORD00000114,CUST000653,2024-04-18 04:14:05,completed,USD,5125.29,973.81,0.0,6099.1,debit_card
ORD00000115,CUST000912,2025-02-28 16:12:16,completed,USD,2118.84,402.58,0.0,2521.42,bank_transfer
ORD00000116,CUST000576,2023-11-18 07:58:24,completed,USD,943.69,150.99,0.0,1094.68,debit_card
ORD00000117,CUST000671,2025-11-09 02:22:44,completed,USD,1379.25,165.51,0.0,1544.76,credit_card
ORD00000118,CUST000468,2024-06-13 11:57:56,completed,USD,29.91,5.68,8.99,44.58,credit_card
ORD00000119,CUST000373,2023-03-26 07:31:35,cancelled,USD,4252.26,807.93,0.0,5060.19,debit_card
ORD00000120,CUST000837,2023-12-13 06:59:22,completed,USD,639.26,121.46,0.0,760.72,paypal
ORD00000121,CUST000865,2024-12-06 23:29:46,completed,USD,8457.35,676.59,0.0,9133.94,bank_transfer
ORD00000122,CUST000340,2025-05-20 03:56:13,completed,USD,431.22,81.93,0.0,513.15,bank_transfer
ORD00000123,CUST000786,2025-08-20 18:15:06,completed,USD,6375.32,1211.31,0.0,7586.63,credit_card
ORD00000124,CUST000615,2025-01-04 23:42:07,completed,USD,6715.64,1141.66,0.0,7857.3,debit_card
ORD00000125,CUST000734,2025-10-17 20:58:09,completed,USD,2696.24,512.29,0.0,3208.53,credit_card
ORD00000126,CUST000373,2026-01-17 03:11:23,completed,USD,711.35,135.16,0.0,846.51,credit_card
ORD00000127,CUST000464,2023-06-27 03:05:56,completed,USD,214.48,40.75,0.0,255.23,credit_card
ORD00000128,CUST000100,2025-10-20 13:57:17,completed,USD,1967.75,373.87,0.0,2341.62,bank_transfer
ORD00000129,CUST000228,2023-01-04 09:54:29,completed,USD,1718.43,292.13,0.0,2010.56,credit_card
ORD00000130,CUST000350,2024-07-05 16:32:26,completed,USD,2065.14,330.42,0.0,2395.56,credit_card
ORD00000131,CUST000850,2025-09-11 08:36:03,completed,USD,784.37,164.72,0.0,949.09,credit_card
ORD00000132,CUST000988,2024-03-29 13:56:10,completed,USD,232.75,44.22,0.0,276.97,credit_card
ORD00000133,CUST000561,2025-03-21 21:00:52,completed,USD,472.04,37.76,0.0,509.8,debit_card
ORD00000134,CUST000383,2025-12-26 16:02:17,completed,USD,445.51,75.74,0.0,521.25,credit_card
ORD00000135,CUST000109,2023-03-13 02:43:53,completed,USD,1484.03,118.72,0.0,1602.75,credit_card
ORD00000136,CUST000919,2023-09-13 00:09:20,completed,USD,479.76,81.56,0.0,561.32,credit_card
ORD00000137,CUST000505,2023-08-07 04:19:30,completed,USD,1350.8,162.1,0.0,1512.9,paypal
ORD00000138,CUST000842,2026-01-18 14:19:58,cancelled,USD,490.42,93.18,0.0,583.6,debit_card
ORD00000139,CUST000761,2026-01-25 21:40:22,completed,USD,474.4,37.95,0.0,512.35,paypal
ORD00000140,CUST000420,2023-06-16 03:48:50,completed,USD,6836.56,1230.58,0.0,8067.14,credit_card
ORD00000141,CUST000261,2025-08-06 22:12:16,completed,USD,428.55,81.42,0.0,509.97,credit_card
ORD00000142,CUST000201,2023-10-19 08:07:29,cancelled,USD,2512.6,452.27,0.0,2964.87,credit_card
ORD00000143,CUST000124,2024-09-02 08:14:34,completed,USD,99.37,18.88,8.99,127.24,wallet
ORD00000144,CUST000221,2024-12-10 23:54:36,completed,USD,681.35,122.64,0.0,803.99,credit_card
ORD00000145,CUST000845,2023-10-24 01:17:28,cancelled,USD,514.97,92.69,0.0,607.66,credit_card
ORD00000146,CUST000734,2024-06-08 23:04:33,completed,USD,759.0,144.21,0.0,903.21,bank_transfer
ORD00000147,CUST000111,2024-10-05 20:34:28,cancelled,USD,138.34,24.9,0.0,163.24,bank_transfer
ORD00000148,CUST000048,2025-09-10 16:54:56,completed,USD,760.06,91.21,0.0,851.27,credit_card
ORD00000149,CUST000858,2025-11-10 03:15:41,completed,USD,1513.24,317.78,0.0,1831.02,paypal
ORD00000150,CUST000603,2023-07-11 09:56:39,completed,USD,226.91,18.15,0.0,245.06,credit_card
ORD00000151,CUST000791,2024-11-30 20:01:43,completed,USD,183.41,33.01,0.0,216.42,credit_card
ORD00000152,CUST000469,2025-10-19 21:02:41,cancelled,USD,665.58,126.46,0.0,792.04,credit_card
ORD00000153,CUST000604,2025-02-22 05:50:53,completed,USD,1293.98,232.92,0.0,1526.9,wallet
ORD00000154,CUST000138,2025-02-13 21:40:47,cancelled,USD,429.69,73.05,0.0,502.74,credit_card
ORD00000155,CUST000005,2025-04-03 21:24:57,completed,USD,326.55,39.19,0.0,365.74,paypal
ORD00000156,CUST000754,2023-03-17 10:52:50,completed,USD,343.28,72.09,0.0,415.37,credit_card
ORD00000157,CUST000567,2024-11-03 08:20:25,cancelled,USD,305.14,57.98,0.0,363.12,debit_card
ORD00000158,CUST000859,2025-06-27 22:52:52,completed,USD,765.44,122.47,0.0,887.91,debit_card
ORD00000159,CUST000495,2025-02-28 16:01:26,pending,USD,239.62,50.32,0.0,289.94,paypal
ORD00000160,CUST000800,2023-10-03 06:35:08,completed,USD,3369.15,269.53,0.0,3638.68,bank_transfer
ORD00000161,CUST000709,2025-06-17 18:04:15,completed,USD,1161.04,220.6,0.0,1381.64,paypal
ORD00000162,CUST000178,2026-02-08 18:48:53,completed,USD,1436.88,258.64,0.0,1695.52,paypal
ORD00000163,CUST000835,2023-07-19 10:25:11,completed,USD,645.67,116.22,0.0,761.89,credit_card
ORD00000164,CUST000107,2024-08-24 19:31:36,completed,USD,2121.52,169.72,0.0,2291.24,wallet
ORD00000165,CUST000674,2025-07-21 21:58:42,completed,USD,1016.65,183.0,0.0,1199.65,credit_card
ORD00000166,CUST000621,2024-05-14 23:12:18,completed,USD,538.53,113.09,0.0,651.62,credit_card
ORD00000167,CUST000517,2024-08-20 13:15:45,completed,USD,3707.92,704.5,0.0,4412.42,credit_card
ORD00000168,CUST000429,2025-08-04 00:55:49,pending,USD,925.62,175.87,0.0,1101.49,credit_card
ORD00000169,CUST000938,2025-12-11 18:51:01,completed,USD,1434.32,258.18,0.0,1692.5,debit_card
ORD00000170,CUST000781,2024-01-21 15:00:46,completed,USD,553.03,105.08,0.0,658.11,credit_card
ORD00000171,CUST000281,2024-09-10 01:40:06,cancelled,USD,5190.34,882.36,0.0,6072.7,credit_card
ORD00000172,CUST000987,2024-06-16 14:42:09,completed,USD,4477.73,940.32,0.0,5418.05,bank_transfer
ORD00000173,CUST000994,2024-04-01 23:35:04,completed,USD,974.22,77.94,0.0,1052.16,bank_transfer
ORD00000174,CUST000464,2023-07-27 04:27:44,completed,USD,1427.92,271.3,0.0,1699.22,credit_card
ORD00000175,CUST000142,2024-10-03 04:15:59,completed,USD,633.52,114.03,0.0,747.55,wallet
ORD00000176,CUST000617,2025-12-23 10:25:26,completed,USD,5572.55,1170.24,0.0,6742.79,credit_card
ORD00000177,CUST000908,2025-03-06 19:43:40,completed,USD,854.37,162.33,0.0,1016.7,credit_card
ORD00000178,CUST000307,2025-12-25 17:36:12,completed,USD,2162.1,345.94,0.0,2508.04,bank_transfer
ORD00000179,CUST000561,2024-05-02 15:26:33,completed,USD,998.45,79.88,0.0,1078.33,debit_card
ORD00000180,CUST000729,2026-02-18 14:35:24,completed,USD,673.34,114.47,0.0,787.81,paypal
ORD00000181,CUST000958,2025-05-09 23:00:59,completed,USD,4106.4,780.22,0.0,4886.62,credit_card
ORD00000182,CUST000648,2023-12-04 15:07:04,completed,USD,952.2,180.92,0.0,1133.12,credit_card
ORD00000183,CUST000206,2023-11-22 18:39:21,completed,USD,1039.16,187.05,0.0,1226.21,credit_card
ORD00000184,CUST000640,2026-01-14 18:11:09,pending,USD,1658.12,315.04,0.0,1973.16,wallet
ORD00000185,CUST000298,2025-12-02 14:43:28,completed,USD,1672.43,351.21,0.0,2023.64,credit_card
ORD00000186,CUST000354,2025-11-10 11:54:32,completed,USD,2188.59,459.6,0.0,2648.19,credit_card
ORD00000187,CUST000136,2026-01-08 13:29:56,completed,USD,3282.32,623.64,0.0,3905.96,credit_card
ORD00000188,CUST000666,2023-10-04 05:20:16,completed,USD,2981.96,477.11,0.0,3459.07,debit_card
ORD00000189,CUST000516,2025-04-22 17:32:53,completed,USD,1287.75,231.79,0.0,1519.54,credit_card
ORD00000190,CUST000711,2025-09-16 08:30:42,completed,USD,4555.76,774.48,0.0,5330.24,paypal
ORD00000191,CUST000331,2026-01-08 11:52:09,cancelled,USD,6037.59,1026.39,0.0,7063.98,debit_card
ORD00000192,CUST000119,2024-07-01 04:22:37,completed,USD,2929.79,468.77,0.0,3398.56,credit_card
ORD00000193,CUST000576,2025-01-16 05:29:19,pending,USD,467.44,74.79,0.0,542.23,credit_card
ORD00000194,CUST000597,2025-06-05 10:56:01,completed,USD,4164.85,499.78,0.0,4664.63,credit_card
ORD00000195,CUST000966,2025-11-02 09:25:28,completed,USD,1768.33,335.98,0.0,2104.31,paypal
ORD00000196,CUST000728,2024-10-10 12:42:19,completed,USD,198.93,23.87,0.0,222.8,paypal
ORD00000197,CUST000691,2025-04-09 09:20:21,completed,USD,1111.94,177.91,0.0,1289.85,credit_card
ORD00000198,CUST000293,2024-10-18 03:42:18,pending,USD,2271.33,476.98,0.0,2748.31,debit_card
ORD00000199,CUST000828,2023-01-20 20:07:09,cancelled,USD,2005.56,361.0,0.0,2366.56,credit_card
ORD00000200,CUST000536,2023-06-15 09:30:24,pending,USD,4394.4,834.94,0.0,5229.34,bank_transfer
ORD00000201,CUST000026,2024-08-14 15:52:28,completed,USD,307.52,58.43,0.0,365.95,wallet
ORD00000202,CUST000149,2023-03-24 10:24:23,completed,USD,1428.74,171.45,0.0,1600.19,paypal
ORD00000203,CUST000687,2023-03-29 22:22:44,completed,USD,2488.85,472.88,0.0,2961.73,credit_card
ORD00000204,CUST000205,2024-02-19 17:40:16,pending,USD,1591.68,127.33,0.0,1719.01,credit_card
ORD00000205,CUST000769,2023-09-08 00:06:22,completed,USD,1129.09,237.11,0.0,1366.2,wallet
ORD00000206,CUST000294,2025-11-27 14:38:17,completed,USD,646.45,122.83,0.0,769.28,credit_card
ORD00000207,CUST000257,2023-08-16 11:14:45,completed,USD,888.52,168.82,0.0,1057.34,debit_card
ORD00000208,CUST000860,2023-04-07 08:45:04,completed,USD,800.87,96.1,0.0,896.97,bank_transfer
ORD00000209,CUST000708,2024-04-03 11:38:16,completed,USD,1162.26,197.58,0.0,1359.84,paypal
ORD00000210,CUST000209,2025-04-20 16:21:28,pending,USD,9024.9,1534.23,0.0,10559.13,debit_card
ORD00000211,CUST000034,2024-07-11 04:39:01,pending,USD,1127.75,180.44,0.0,1308.19,credit_card
ORD00000212,CUST000834,2024-12-04 01:56:46,cancelled,USD,130.65,24.82,0.0,155.47,bank_transfer
ORD00000213,CUST000105,2025-08-15 02:12:07,completed,USD,2710.17,514.93,0.0,3225.1,credit_card
ORD00000214,CUST000889,2025-11-15 09:26:06,completed,USD,4940.7,790.51,0.0,5731.21,bank_transfer
ORD00000215,CUST000758,2025-05-22 20:35:25,completed,USD,628.76,75.45,0.0,704.21,credit_card
ORD00000216,CUST000886,2023-12-15 10:47:07,completed,USD,396.07,71.29,0.0,467.36,paypal
ORD00000217,CUST000761,2025-10-02 06:21:41,completed,USD,1266.64,101.33,0.0,1367.97,bank_transfer
ORD00000218,CUST000575,2024-08-27 02:44:44,completed,USD,2047.33,245.68,0.0,2293.01,debit_card
ORD00000219,CUST000244,2025-03-04 16:33:50,completed,USD,147.68,26.58,0.0,174.26,credit_card
ORD00000220,CUST000804,2025-12-17 09:33:05,completed,USD,1371.26,260.54,0.0,1631.8,credit_card
ORD00000221,CUST000295,2025-12-12 10:31:45,completed,USD,683.3,129.83,0.0,813.13,paypal
ORD00000222,CUST000681,2023-03-14 23:32:12,completed,USD,3444.27,654.41,0.0,4098.68,debit_card
ORD00000223,CUST000949,2024-08-15 18:25:53,completed,USD,229.92,39.09,0.0,269.01,credit_card
ORD00000224,CUST000397,2024-10-09 02:42:53,cancelled,USD,356.3,74.82,0.0,431.12,paypal
ORD00000225,CUST000980,2025-11-30 08:11:50,completed,USD,1729.68,276.75,0.0,2006.43,bank_transfer
ORD00000226,CUST000321,2025-05-07 16:41:49,pending,USD,316.66,53.83,0.0,370.49,bank_transfer
ORD00000227,CUST000056,2023-01-21 03:22:44,completed,USD,2733.62,519.39,0.0,3253.01,debit_card
ORD00000228,CUST000762,2024-01-26 10:40:35,completed,USD,913.56,173.58,0.0,1087.14,wallet
ORD00000229,CUST000208,2025-08-22 00:13:00,completed,USD,1070.79,203.45,0.0,1274.24,paypal
ORD00000230,CUST000890,2024-11-19 06:37:03,pending,USD,77.31,14.69,8.99,100.99,credit_card
ORD00000231,CUST000850,2023-12-17 09:03:26,completed,USD,96.13,20.19,10.99,127.31,wallet
ORD00000232,CUST000934,2025-09-11 13:20:51,completed,USD,251.59,52.83,0.0,304.42,debit_card
ORD00000233,CUST000722,2026-01-07 05:46:18,completed,USD,280.44,47.67,0.0,328.11,bank_transfer
ORD00000234,CUST000664,2024-07-25 06:22:57,completed,USD,1385.46,290.95,0.0,1676.41,paypal
ORD00000235,CUST000774,2025-07-03 00:35:43,completed,USD,702.48,56.2,0.0,758.68,debit_card
ORD00000236,CUST000560,2026-02-21 03:24:45,completed,USD,1857.49,315.77,0.0,2173.26,credit_card
ORD00000237,CUST000618,2023-11-02 04:53:53,completed,USD,1591.19,190.94,0.0,1782.13,credit_card
ORD00000238,CUST000795,2026-01-31 02:46:19,completed,USD,351.03,59.68,0.0,410.71,credit_card
ORD00000239,CUST000988,2023-10-28 14:07:03,completed,USD,338.28,64.27,0.0,402.55,debit_card
ORD00000240,CUST000302,2024-11-28 05:01:59,completed,USD,513.74,87.34,0.0,601.08,paypal
ORD00000241,CUST000182,2025-11-26 11:22:00,pending,USD,1185.08,213.31,0.0,1398.39,credit_card
ORD00000242,CUST000077,2023-10-18 10:59:31,pending,USD,495.58,79.29,0.0,574.87,credit_card
ORD00000243,CUST000986,2023-09-27 23:33:07,completed,USD,965.5,154.48,0.0,1119.98,debit_card
ORD00000244,CUST000753,2025-03-09 05:35:57,completed,USD,828.43,157.4,0.0,985.83,credit_card
ORD00000245,CUST000123,2024-08-08 22:58:09,completed,USD,769.28,61.54,0.0,830.82,credit_card
ORD00000246,CUST000042,2024-10-27 15:55:45,completed,USD,757.63,143.95,0.0,901.58,credit_card
ORD00000247,CUST000286,2025-05-14 15:30:02,completed,USD,570.69,119.84,0.0,690.53,debit_card
ORD00000248,CUST000271,2023-07-22 01:13:54,completed,USD,1343.37,282.11,0.0,1625.48,debit_card
ORD00000249,CUST000165,2025-06-26 04:34:41,cancelled,USD,359.11,68.23,0.0,427.34,paypal
ORD00000250,CUST000867,2024-02-01 03:41:28,completed,USD,1411.99,169.44,0.0,1581.43,credit_card
ORD00000251,CUST000006,2024-05-28 12:16:26,pending,USD,313.16,25.05,0.0,338.21,credit_card
ORD00000252,CUST000478,2026-01-07 11:08:04,completed,USD,1371.58,288.03,0.0,1659.61,paypal
ORD00000253,CUST000960,2023-08-29 11:34:29,completed,USD,596.99,101.49,0.0,698.48,wallet
ORD00000254,CUST000041,2023-08-27 18:28:38,completed,USD,2365.7,496.8,0.0,2862.5,credit_card
ORD00000255,CUST000951,2024-05-16 04:31:09,completed,USD,10074.09,1914.08,0.0,11988.17,paypal
ORD00000256,CUST000612,2023-03-21 00:01:41,completed,USD,902.2,108.26,0.0,1010.46,paypal
